X,Y,FID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,Weekday_On,Weekday_Of,Saturday_O,Saturday_1,Sunday_Ons,Sunday_Off
-8368439.6034386,4878091.41265284,1,Bus,18,Eastbound,15424,Roumfort Rd & Cheltenham Av - FS,40.083553,-75.174972,Spring 2025,17,0,6,1,3,0
-8368556.8228624,4877932.67837442,2,Bus,18,Eastbound,15428,Roumfort Rd & Pickering Av,40.082462,-75.176025,Spring 2025,36,2,20,8,16,4
-8368718.12480456,4877723.46146057,3,Bus,18,Eastbound,15431,Roumfort Rd & Michener Av,40.081024,-75.177474,Spring 2025,54,31,19,21,18,10
-8368525.430766,4877547.42005374,4,Bus,18,Eastbound,15432,Michener Av & Gowen Av,40.079814,-75.175743,Spring 2025,34,8,13,4,8,5
-8368189.91382075,4877294.4205685,5,Bus,18,Eastbound,15451,Michener Av & Mt Airy Av,40.078075,-75.172729,Spring 2025,25,5,15,2,8,0
-8367936.77329869,4877102.96579343,6,Bus,18,Eastbound,15453,Michener Av & Mt Pleasant Av,40.076759,-75.170455,Spring 2025,23,7,9,6,9,3
-8368090.50551547,4876881.54626783,7,Bus,18,Eastbound,15456,Mt Pleasant Av & Williams Av,40.075237,-75.171836,Spring 2025,41,8,8,12,16,4
-8368218.74556886,4876658.38599758,8,Bus,18,Eastbound,15457,Thouron Av & Mt Pleasant Av - FS,40.073703,-75.172988,Spring 2025,66,9,20,5,12,3
-8368090.50551547,4876564.11902328,9,Bus,18,Eastbound,15459,Thouron Av & Sedgwick St,40.073055,-75.171836,Spring 2025,43,12,5,0,3,1
-8367786.49198611,4876333.83788715,10,Bus,18,Eastbound,15461,Thouron Av & Vernon Rd,40.071472,-75.169105,Spring 2025,50,18,28,11,24,13
-8367531.68167169,4876145.16554417,11,Bus,18,Eastbound,15479,Thouron Av & Phil Ellena St,40.070175,-75.166816,Spring 2025,53,16,34,11,18,5
-8367377.9494549,4876029.08365192,12,Bus,18,Eastbound,15481,Thouron Av & Sharpnack St,40.069377,-75.165435,Spring 2025,24,13,12,7,11,6
-8367255.72065401,4875930.8951431,13,Bus,18,Eastbound,15483,Thouron Av & Upsal St,40.068702,-75.164337,Spring 2025,55,29,30,14,30,8
-8367406.00196658,4875759.97672653,14,Bus,18,Eastbound,15484,Upsal St & Woolston Av,40.067527,-75.165687,Spring 2025,75,20,36,13,25,11
-8367676.95360717,4875431.53071808,15,Bus,18,Eastbound,15488,Upsal St & Lowber Av,40.065269,-75.168121,Spring 2025,39,10,24,5,6,5
-8367975.84643995,4875060.91472586,16,Bus,18,Eastbound,15490,Upsal St & Stenton Av,40.062721,-75.170806,Spring 2025,31,64,22,26,15,13
-8368504.16874326,4875399.96672821,17,Bus,18,Eastbound,15506,Vernon Rd & Stenton Av - FS,40.065052,-75.175552,Spring 2025,64,15,34,14,31,10
-8368585.65461052,4875232.2574453,18,Bus,18,Eastbound,15509,Vernon Rd & Crittenden St,40.063899,-75.176284,Spring 2025,27,7,14,4,14,2
-8368702.87403432,4875000.40730866,19,Bus,18,Eastbound,15510,Vernon Rd & Anderson St,40.062305,-75.177337,Spring 2025,4,0,4,3,5,0
-8368736.04724258,4874809.57864359,20,Bus,18,Eastbound,15514,Vernon Rd & Ardleigh St,40.060993,-75.177635,Spring 2025,11,2,10,0,3,2
-8368791.26171001,4874654.2421689,21,Bus,18,Eastbound,15515,Vernon Rd & Blakemore St,40.059925,-75.178131,Spring 2025,35,38,16,11,15,10
-8368835.34422837,4874476.65541812,22,Bus,18,Eastbound,15516,Sprague St & Phil Ellena St,40.058704,-75.178527,Spring 2025,42,19,37,11,20,4
-8368982.28595622,4874248.60437251,23,Bus,18,Eastbound,15517,Phil Ellena St & Boyers St,40.057136,-75.179847,Spring 2025,19,5,11,1,6,0
-8369143.69921787,4874043.82831331,24,Bus,18,Eastbound,15518,Phil Ellena St & Chew Av,40.055728,-75.181297,Spring 2025,77,22,45,22,33,11
-8369035.83063129,4873933.44297397,25,Bus,18,Eastbound,15519,Chew Av & Hortter St,40.054969,-75.180328,Spring 2025,43,17,25,10,18,6
-8368788.70136173,4873732.60007515,26,Bus,18,Eastbound,15520,Chew Av & Upsal St,40.053588,-75.178108,Spring 2025,108,31,48,10,37,12
-8368667.25179727,4873630.50770704,27,Bus,18,Eastbound,15521,Chew Av & Cliveden St,40.052886,-75.177017,Spring 2025,37,9,17,9,19,4
-8368543.24188453,4873532.92467429,28,Bus,18,Eastbound,15522,Chew Av & Johnson St,40.052215,-75.175903,Spring 2025,33,7,24,8,15,2
-8368418.34141586,4873434.17918543,29,Bus,18,Eastbound,15523,Chew Av & Duval St,40.051536,-75.174781,Spring 2025,44,11,24,5,18,5
-8368268.95065921,4873311.00320194,30,Bus,18,Eastbound,15524,Chew Av & Washington Ln,40.050689,-75.173439,Spring 2025,222,55,109,37,95,37
-8368087.16593075,4873168.48744515,31,Bus,18,Eastbound,15525,Chew Av & Tulpehocken St,40.049709,-75.171806,Spring 2025,48,10,36,6,27,3
-8367996.21790677,4873097.95744592,32,Bus,18,Eastbound,15526,Chew Av & Herman St,40.049224,-75.170989,Spring 2025,43,13,23,4,18,4
-8367788.16177848,4872927.66955753,33,Bus,18,Eastbound,15527,Chew Av & High St,40.048053,-75.16912,Spring 2025,23,6,12,3,10,2
-8367651.46144378,4872817.87831976,34,Bus,18,Eastbound,15579,Chew Av & Haines St,40.047298,-75.167892,Spring 2025,19,8,17,4,9,3
-8367551.27390207,4872736.29912789,35,Bus,18,Eastbound,15582,Chew Av & Rittenhouse St,40.046737,-75.166992,Spring 2025,6,5,8,5,6,3
-8368197.59486561,4875218.43937423,36,Bus,18,Eastbound,15583,Stenton Av & Phi Ellena St,40.063804,-75.172798,Spring 2025,16,8,7,5,4,7
-8367458.65608573,4872660.3918197,37,Bus,18,Eastbound,15584,Chew Av & Price St,40.046215,-75.16616,Spring 2025,16,14,8,11,8,5
-8368285.87122181,4875287.82083086,38,Bus,18,Eastbound,15585,Stenton Av & Dorset St,40.064281,-75.173591,Spring 2025,4,1,3,0,1,1
-8367085.84711106,4872362.43944109,39,Bus,18,Eastbound,15586,Chew Av & Locust Av,40.044166,-75.162811,Spring 2025,65,27,52,15,34,22
-8366929.55454599,4872235.93235469,40,Bus,18,Eastbound,15587,Chew Av & Church Ln,40.043296,-75.161407,Spring 2025,72,33,84,37,46,28
-8362491.914365,4871064.00092071,41,Bus,18,Eastbound,15697,Olney Av & Front St,40.035236,-75.121543,Spring 2025,96,232,61,208,46,128
-8362063.8909229,4870993.48589166,42,Bus,18,Eastbound,15698,Olney Av & B St,40.034751,-75.117698,Spring 2025,19,78,18,40,11,29
-8366639.12199451,4872002.98904622,43,Bus,18,Eastbound,15779,Chew Av & Penn Blvd,40.041694,-75.158798,Spring 2025,89,28,73,22,47,16
-8366468.35789563,4871879.24922755,44,Bus,18,Eastbound,15782,Olney Av & Elkins Av,40.040843,-75.157264,Spring 2025,23,8,19,5,12,4
-8366343.56874645,4871799.4225965,45,Bus,18,Eastbound,15786,Olney Av & 20th St - MBNS,40.040294,-75.156143,Spring 2025,1,4,2,1,2,2
-8366128.61080973,4871672.9226942,46,Bus,18,Eastbound,15789,Olney Av & 20th St - FS,40.039424,-75.154212,Spring 2025,41,18,24,4,13,10
-8365927.34517038,4871639.18965951,47,Bus,18,Eastbound,15791,Olney Av & 18th St - MBNS,40.039192,-75.152404,Spring 2025,18,17,7,1,8,4
-8365682.7762491,4871601.96713373,48,Bus,18,Eastbound,15792,Olney Av & Ogontz Av,40.038936,-75.150207,Spring 2025,154,35,29,14,18,8
-8365506.11221721,4871603.71193651,49,Bus,18,Eastbound,15793,Olney Av & 16th St,40.038948,-75.14862,Spring 2025,10,9,3,6,4,0
-8365290.37504406,4871610.25494964,50,Bus,18,Eastbound,15794,Olney Av & 15th St,40.038993,-75.146682,Spring 2025,12,14,4,9,2,3
-8364819.04832004,4871540.89923009,51,Bus,18,Eastbound,15795,Olney Av & 13th St - FS,40.038516,-75.142448,Spring 2025,38,18,18,10,15,6
-8364498.00290859,4871446.68091659,52,Bus,18,Eastbound,15798,Olney Av & 11th St,40.037868,-75.139564,Spring 2025,62,39,40,27,32,16
-8364325.56901735,4871395.64637061,53,Bus,18,Eastbound,15799,Olney Av & 10th St,40.037517,-75.138015,Spring 2025,16,26,12,14,10,9
-8364165.93686756,4871347.37462015,54,Bus,18,Eastbound,15800,Olney Av & Wagner Av,40.037185,-75.136581,Spring 2025,13,16,5,6,9,6
-8363900.99647947,4871298.08533431,55,Bus,18,Eastbound,15814,Olney Av & 7th St,40.036846,-75.134201,Spring 2025,100,173,19,15,5,11
-8363719.211751,4871270.31478266,56,Bus,18,Eastbound,15815,Olney Av & 6th St,40.036655,-75.132568,Spring 2025,14,30,6,20,9,17
-8363506.92548206,4871233.0936417,57,Bus,18,Eastbound,15817,Olney Av & 5th St,40.036399,-75.130661,Spring 2025,199,324,168,250,106,136
-8363182.4291664,4871179.29770831,58,Bus,18,Eastbound,15819,Olney Av & 3rd St,40.036029,-75.127746,Spring 2025,31,42,18,28,14,27
-8362930.17920026,4871135.53420484,59,Bus,18,Eastbound,15820,Olney Av & 2nd St,40.035728,-75.12548,Spring 2025,23,43,15,39,7,32
-8362762.86600559,4871108.92725229,60,Bus,18,Eastbound,15822,Olney Av & Mascher St,40.035545,-75.123977,Spring 2025,29,57,20,44,12,27
-8361423.58121186,4871441.73738783,61,Bus,18,Eastbound,15833,Rising Sun Av & Chew Av - MBFS,40.037834,-75.111946,Spring 2025,1,20,3,10,3,9
-8361220.53446066,4871612.58135535,62,Bus,18,Eastbound,15834,Rising Sun Av & Adams Av,40.039009,-75.110122,Spring 2025,46,114,18,99,11,69
-8361075.37384466,4871737.91726999,63,Bus,18,Eastbound,15835,Rising Sun Av & Adams - MBFS,40.039871,-75.108818,Spring 2025,104,124,85,107,49,54
-8360847.72548599,4871935.95706085,64,Bus,18,Eastbound,15837,Rising Sun Av & Godfrey Av,40.041233,-75.106773,Spring 2025,11,52,7,30,9,25
-8360749.98697307,4872021.31023172,65,Bus,18,Eastbound,15838,Rising Sun Av & Sanger St,40.04182,-75.105895,Spring 2025,21,44,14,21,10,15
-8360581.00398605,4872166.13603253,66,Bus,18,Eastbound,15839,Rising Sun Av & Cheltenham Av,40.042816,-75.104377,Spring 2025,34,112,21,63,13,42
-8360396.77022878,4872323.61468081,67,Bus,18,Eastbound,15841,Rising Sun Av & Van Kirk St,40.043899,-75.102722,Spring 2025,56,138,22,78,21,52
-8360220.88543333,4872474.98848185,68,Bus,18,Eastbound,15842,Rising Sun Av & Comly St,40.04494,-75.101142,Spring 2025,47,87,25,49,18,38
-8360046.00251329,4872624.32878117,69,Bus,18,Eastbound,15843,Rising Sun Av & Benner St,40.045967,-75.099571,Spring 2025,11,36,10,24,8,27
-8359882.91945928,4872768.00005317,70,Bus,18,Eastbound,15845,Rising Sun Av & Devereaux Av,40.046955,-75.098106,Spring 2025,37,81,22,31,8,29
-8359742.76822037,4872956.02643243,71,Bus,18,Eastbound,15847,Rising Sun Av & Robbins St,40.048248,-75.096847,Spring 2025,16,46,5,29,5,26
-8359609.4074704,4873134.60389835,72,Bus,18,Eastbound,15848,Rising Sun Av & Levick St,40.049476,-75.095649,Spring 2025,33,102,13,87,10,45
-8359447.21497232,4873353.17662491,73,Bus,18,Eastbound,15850,Rising Sun Av & Hellerman St,40.050979,-75.094192,Spring 2025,24,64,10,38,6,21
-8359326.65596379,4873512.41927093,74,Bus,18,Eastbound,15851,Rising Sun Av & Magee Av,40.052074,-75.093109,Spring 2025,12,33,13,35,5,26
-8359223.01751786,4873651.15878497,75,Bus,18,Eastbound,15852,Rising Sun Av & Martins Mill Rd,40.053028,-75.092178,Spring 2025,30,77,13,40,7,30
-8358933.36420282,4874033.35692399,76,Bus,18,Eastbound,15869,Rising Sun Av & Longshore Av,40.055656,-75.089576,Spring 2025,20,84,11,54,10,48
-8358798.33366048,4874207.59064681,77,Bus,18,Eastbound,15870,Rising Sun Av & Tyson Av,40.056854,-75.088363,Spring 2025,2,19,1,13,3,10
-8358525.71222753,4874569.30265438,78,Bus,18,Eastbound,15872,Rising Sun Av & Saint Vincent St,40.059341,-75.085914,Spring 2025,5,55,2,24,1,17
-8358293.05449177,4874869.503103,79,Bus,18,Eastbound,15874,Rising Sun Av & Cottman Av,40.061405,-75.083824,Spring 2025,38,450,19,225,13,154
-8358245.40974971,4875170.14900349,80,Bus,18,Eastbound,15875,Oxford Av & Bleigh Av,40.063472,-75.083396,Spring 2025,20,70,7,31,2,19
-8358251.42100222,4875362.7300768,81,Bus,18,Eastbound,15876,Oxford Av & Verree Rd - MBNS,40.064796,-75.08345,Spring 2025,6,26,5,10,0,7
-8358298.95442478,4875630.22616101,82,Bus,18,Eastbound,15877,Oxford Av & Rockwell Av,40.066635,-75.083877,Spring 2025,3,4,2,1,0,1
-8358330.34652119,4876221.09954781,83,Bus,18,Eastbound,15878,Oxford Av & Rockwell Av - MBFS,40.070697,-75.084159,Spring 2025,1,4,0,2,0,4
-8358354.16889222,4876413.11916499,84,Bus,18,Eastbound,15879,Oxford Av & Hartel Av - FS,40.072017,-75.084373,Spring 2025,2,12,0,2,0,8
-8358377.99126325,4876604.56060919,85,Bus,18,Eastbound,15880,Oxford Av & Hasbrook Av,40.073333,-75.084587,Spring 2025,7,16,0,14,0,8
-8367836.58575697,4874928.26433254,86,Bus,18,Eastbound,18468,Stenton Av & Cardeza St,40.061809,-75.169555,Spring 2025,3,0,0,0,0,0
-8365740.55106482,4871708.54606664,87,Bus,18,Eastbound,20606,Ogontz Av & Olney Av - MBNS,40.039669,-75.150726,Spring 2025,2,1,0,0,0,0
-8358481.51838969,4877087.98126731,88,Bus,18,Eastbound,20851,Fox Chase Loop,40.076656,-75.085517,Spring 2025,0,135,0,91,0,80
-8358387.34210047,4876716.13950979,89,Bus,18,Eastbound,23620,Oxford Av & Borbeck Av - FS,40.0741,-75.084671,Spring 2025,10,37,0,22,0,16
-8367439.17517484,4878000.33291165,90,Bus,18,Eastbound,25973,Cedarbrook Plaza - 4,40.082927,-75.165985,Spring 2025,166,0,150,0,100,0
-8367708.34570358,4878120.22079644,91,Bus,18,Eastbound,25974,Cedarbrook Plaza Stop - 5,40.083751,-75.168403,Spring 2025,10,0,3,0,5,0
-8367921.52252845,4876435.37622493,92,Bus,18,Eastbound,28403,Thouron Av & Gorgas Ln,40.07217,-75.170318,Spring 2025,39,6,7,4,12,3
-8361648.55790276,4871098.89514118,93,Bus,18,Eastbound,28404,Rising Sun Av & Chew Av - FS,40.035476,-75.113967,Spring 2025,7,6,6,3,1,3
-8361774.34892735,4870948.56008313,94,Bus,18,Eastbound,30996,Olney Av & Rising Sun Av,40.034442,-75.115097,Spring 2025,142,100,75,60,55,48
-8358712.61765257,4874325.1056052,95,Bus,18,Eastbound,31104,Rising Sun Av & Princeton Av - MBNS,40.057662,-75.087593,Spring 2025,1,22,1,14,1,12
-8366295.14476796,4873804.73434814,96,Bus,18,Eastbound,31436,Stenton Av & Wyncote Av,40.054084,-75.155708,Spring 2025,5,9,0,0,0,0
-8365732.87001996,4873464.13721212,97,Bus,18,Eastbound,31520,Stenton Av & Chelten Av,40.051742,-75.150657,Spring 2025,2,2,0,0,0,0
-8358656.51262921,4874401.17110454,98,Bus,18,Eastbound,32059,Rising Sun Av & Princeton Av,40.058185,-75.087089,Spring 2025,1,13,3,10,0,3
-8367962.26546208,4875021.49759242,99,Bus,18,Eastbound,32387,Stenton Av & Upsal St - FS,40.06245,-75.170684,Spring 2025,0,0,0,0,0,0
-8367323.6255434,4872570.96154149,100,Bus,18,Westbound,223,Chew Av & Chelten Av - FS,40.0456,-75.164947,Spring 2025,153,184,64,165,52,112
-8359069.28530107,4873875.26937677,101,Bus,18,Westbound,378,Rising Sun Av & Knorr St,40.054569,-75.090797,Spring 2025,32,15,25,3,23,7
-8361758.20760119,4870960.3367317,102,Bus,18,Westbound,379,Rising Sun Av & Olney Av,40.034523,-75.114952,Spring 2025,89,132,69,74,45,49
-8364824.16901661,4871556.45696983,103,Bus,18,Westbound,381,Olney Av & 13th St,40.038623,-75.142494,Spring 2025,173,185,62,60,43,42
-8367873.09854995,4875164.03999746,104,Bus,18,Westbound,383,Upsal St & Mansfield St,40.06343,-75.169883,Spring 2025,14,10,6,14,2,4
-8368325.83491901,4877418.66447666,105,Bus,18,Westbound,384,Michener Av & Wadsworth Av,40.078929,-75.17395,Spring 2025,13,93,7,53,3,32
-8368020.0402778,4877899.36050331,106,Bus,18,Westbound,385,Easton Rd & Cheltenham Av - FS,40.082233,-75.171203,Spring 2025,2,52,0,48,0,31
-8358435.65475948,4876975.81626248,107,Bus,18,Westbound,476,Oxford Av & Loney St - FS,40.075885,-75.085105,Spring 2025,27,2,15,2,8,0
-8367475.68796782,4877902.70683464,108,Bus,18,Westbound,15420,Cedarbrook Plaza - 3,40.082256,-75.166313,Spring 2025,8,59,3,47,2,35
-8367805.19366057,4874923.90086293,109,Bus,18,Westbound,15577,Stenton Av & Cardeza St,40.061779,-75.169273,Spring 2025,1,2,0,0,0,0
-8362466.5335211,4871077.81320163,110,Bus,18,Westbound,15898,Olney Av & Front St,40.035331,-75.121315,Spring 2025,189,100,162,65,108,39
-8362731.47390919,4871121.72184351,111,Bus,18,Westbound,15899,Olney Av & Mascher St,40.035633,-75.123695,Spring 2025,43,29,37,21,24,17
-8364480.19179006,4871455.55019497,112,Bus,18,Westbound,15907,Olney Av & 11th St,40.037929,-75.139404,Spring 2025,24,33,26,23,15,10
-8364653.40491774,4871506.58504929,113,Bus,18,Westbound,15908,Olney Av & 12th St,40.03828,-75.14096,Spring 2025,25,26,17,12,10,6
-8365033.11570084,4871618.10657111,114,Bus,18,Westbound,15910,Olney Av & Broad St,40.039047,-75.144371,Spring 2025,970,928,652,670,494,442
-8365271.6733696,4871627.55760519,115,Bus,18,Westbound,15911,Olney Av & 15th St,40.039112,-75.146514,Spring 2025,24,18,17,19,14,11
-8365489.97089105,4871620.28757817,116,Bus,18,Westbound,15912,Olney Av & 16th St,40.039062,-75.148475,Spring 2025,37,19,14,13,13,15
-8365637.80317482,4871616.94336753,117,Bus,18,Westbound,15913,Olney Av & Ogontz Av,40.039039,-75.149803,Spring 2025,39,189,20,19,15,16
-8365907.86425949,4871651.83953407,118,Bus,18,Westbound,15914,Olney Av & 18th St - FS,40.039279,-75.152229,Spring 2025,29,32,12,27,11,11
-8366143.97289946,4871691.24326975,119,Bus,18,Westbound,15915,Olney Av & 20th St,40.03955,-75.15435,Spring 2025,15,29,5,21,10,17
-8366343.56874645,4871817.74340582,120,Bus,18,Westbound,15916,Olney Av & 20st St - MBFS,40.04042,-75.156143,Spring 2025,6,15,8,11,4,9
-8366507.4310369,4871925.92411288,121,Bus,18,Westbound,15917,Olney Av & Chew Av,40.041164,-75.157615,Spring 2025,12,40,12,37,3,23
-8366656.04255711,4872034.1060004,122,Bus,18,Westbound,15918,Olney Av & Penn Blvd - FS,40.041908,-75.15895,Spring 2025,29,73,20,62,9,39
-8366909.18307917,4872237.09563089,123,Bus,18,Westbound,15919,Chew Av & Church Ln,40.043304,-75.161224,Spring 2025,51,82,44,77,42,57
-8358409.38335965,4876751.05363512,124,Bus,18,Westbound,16382,Oxford Av & Borbeck Av,40.07434,-75.084869,Spring 2025,22,0,21,0,19,1
-8358371.98001075,4876423.15665642,125,Bus,18,Westbound,16383,Oxford Av & Hartel Av,40.072086,-75.084533,Spring 2025,35,0,13,0,14,0
-8358351.60854393,4876277.68676037,126,Bus,18,Westbound,16384,Oxford Av & Hartel Av - MBFS,40.071086,-75.08435,Spring 2025,4,0,0,0,0,0
-8358321.88623989,4875657.8634709,127,Bus,18,Westbound,16427,Oxford Av & Rockwell Av,40.066825,-75.084083,Spring 2025,12,1,7,1,2,0
-8358263.33218773,4875229.05746923,128,Bus,18,Westbound,16429,Oxford Av & Bleigh Av,40.063877,-75.083557,Spring 2025,136,13,44,4,31,4
-8358290.49414348,4874900.48360881,129,Bus,18,Westbound,16430,Rising Sun Av & Cottman Av,40.061618,-75.083801,Spring 2025,388,52,189,26,133,16
-8358528.27257582,4874590.97379696,130,Bus,18,Westbound,16431,Rising Sun Av & Saint Vincent St,40.05949,-75.085937,Spring 2025,73,6,30,3,18,2
-8358663.30311815,4874413.96994575,131,Bus,18,Westbound,16432,Rising Sun Av & Princeton Av,40.058273,-75.08715,Spring 2025,17,5,16,4,5,1
-8358800.89400877,4874229.69731475,132,Bus,18,Westbound,16433,Rising Sun Av & Tyson Av,40.057006,-75.088386,Spring 2025,36,6,23,7,20,5
-8358934.25475874,4874052.26360719,133,Bus,18,Westbound,16434,Rising Sun Av & Longshore Av,40.055786,-75.089584,Spring 2025,84,24,37,11,25,10
-8359205.98563577,4873700.45977177,134,Bus,18,Westbound,16435,Rising Sun Av & Unruh Av,40.053367,-75.092025,Spring 2025,95,26,46,12,36,4
-8359326.65596379,4873540.19610411,135,Bus,18,Westbound,16436,Rising Sun Av & Magee Av,40.052265,-75.093109,Spring 2025,35,19,36,8,15,5
-8359447.21497232,4873380.37130661,136,Bus,18,Westbound,16711,Rising Sun Av & Hellerman St,40.051166,-75.094192,Spring 2025,65,30,33,18,26,4
-8359609.4074704,4873161.79798038,137,Bus,18,Westbound,16726,Rising Sun Av & Levick St,40.049663,-75.095649,Spring 2025,92,33,86,17,48,15
-8359742.76822037,4872983.22002456,138,Bus,18,Westbound,16727,Rising Sun Av & Robbins St,40.048435,-75.096847,Spring 2025,47,26,25,8,17,2
-8359874.45917798,4872803.48194299,139,Bus,18,Westbound,16728,Rising Sun Av & Devereaux Av,40.047199,-75.09803,Spring 2025,69,39,28,14,34,15
-8360040.88181672,4872652.53937272,140,Bus,18,Westbound,16729,Rising Sun Av & Benner St,40.046161,-75.099525,Spring 2025,39,21,23,5,14,7
-8360203.0743148,4872512.79593988,141,Bus,18,Westbound,16730,Rising Sun Av & Comly St,40.0452,-75.100982,Spring 2025,91,44,61,28,39,12
-8360391.64953221,4872348.04372572,142,Bus,18,Westbound,16731,Rising Sun Av & Van Kirk St,40.044067,-75.102676,Spring 2025,147,57,79,23,60,33
-8360577.66440132,4872192.74582239,143,Bus,18,Westbound,16732,Rising Sun Av & Cheltenham Av,40.042999,-75.104347,Spring 2025,117,41,57,22,42,14
-8360744.97759599,4872044.57527797,144,Bus,18,Westbound,16733,Rising Sun Av & Sanger St,40.04198,-75.10585,Spring 2025,38,23,28,6,20,6
-8360842.60478941,4871959.22190681,145,Bus,18,Westbound,16734,Rising Sun Av & Godfrey Av,40.041393,-75.106727,Spring 2025,60,9,30,12,22,6
-8361087.17371068,4871750.56727052,146,Bus,18,Westbound,16735,Rising Sun Av & Adams Av - MBNS,40.039958,-75.108924,Spring 2025,90,91,67,80,38,42
-8361183.13111175,4871667.97905262,147,Bus,18,Westbound,16736,Rising Sun Av & Adams Av,40.03939,-75.109786,Spring 2025,168,63,137,37,101,22
-8361440.50177446,4871443.33676451,148,Bus,18,Westbound,16737,Rising Sun & Adams - MBFS,40.037845,-75.112098,Spring 2025,12,2,0,1,5,0
-8361658.79929591,4871110.52657529,149,Bus,18,Westbound,16738,Rising Sun Av & Chew Av,40.035556,-75.114059,Spring 2025,6,3,5,5,3,3
-8362039.28931544,4871006.28033392,150,Bus,18,Westbound,16739,Olney Av & B St,40.034839,-75.117477,Spring 2025,105,29,44,14,27,13
-8362910.69828937,4871149.3465854,151,Bus,18,Westbound,16959,Olney Av & 2nd St,40.035823,-75.125305,Spring 2025,45,22,32,12,22,8
-8363476.31262209,4871245.88839314,152,Bus,18,Westbound,16962,Olney Av & 5th St,40.036487,-75.130386,Spring 2025,285,232,225,161,141,107
-8363699.61952062,4871281.94641786,153,Bus,18,Westbound,16963,Olney Av & 6th St,40.036735,-75.132392,Spring 2025,36,22,23,13,10,9
-8363883.96459738,4871312.4795252,154,Bus,18,Westbound,16964,Olney Av & 7th St,40.036945,-75.134048,Spring 2025,144,102,29,13,12,7
-8364295.06747688,4871402.91623291,155,Bus,18,Westbound,16966,Olney Av & 10th St,40.037567,-75.137741,Spring 2025,22,24,16,23,15,17
-8367066.25488068,4872363.60273213,156,Bus,18,Westbound,16979,Chew Av & Locust Av,40.044174,-75.162635,Spring 2025,18,72,19,50,12,35
-8367431.49412997,4872659.22849383,157,Bus,18,Westbound,16980,Chew Av & Price St,40.046207,-75.165916,Spring 2025,21,27,11,17,10,11
-8367522.33083446,4872733.53620801,158,Bus,18,Westbound,16981,Chew Av & Rittenhouse St,40.046718,-75.166732,Spring 2025,13,21,5,15,4,14
-8367614.05809488,4872807.8444792,159,Bus,18,Westbound,16982,Chew Av & Haines St,40.047229,-75.167556,Spring 2025,14,28,9,26,7,18
-8367746.52828892,4872912.69134353,160,Bus,18,Westbound,16983,Chew Av & High St,40.04795,-75.168746,Spring 2025,4,17,4,15,4,8
-8367941.11475883,4873073.6719747,161,Bus,18,Westbound,16984,Chew Av & Walnut Ln,40.049057,-75.170494,Spring 2025,10,51,10,31,10,26
-8368064.23411564,4873167.32405965,162,Bus,18,Westbound,17453,Chew Av & Tulpehocken St,40.049701,-75.1716,Spring 2025,13,36,3,30,2,21
-8368236.66800688,4873303.87736544,163,Bus,18,Westbound,17482,Chew Av & Washington Ln,40.05064,-75.173149,Spring 2025,52,189,41,90,24,74
-8368393.73980839,4873433.01576874,164,Bus,18,Westbound,17483,Chew Av & Duval St,40.051528,-75.17456,Spring 2025,22,33,9,17,5,27
-8368516.85916521,4873531.76124602,165,Bus,18,Westbound,17485,Chew Av & Johnson St,40.052207,-75.175666,Spring 2025,7,30,10,14,6,15
-8368670.591382,4873652.75851816,166,Bus,18,Westbound,17489,Chew Av & Cliveden St,40.053039,-75.177047,Spring 2025,10,46,3,30,7,19
-8368757.19794583,4873726.05566103,167,Bus,18,Westbound,17491,Chew Av & Upsal St,40.053543,-75.177825,Spring 2025,18,63,11,23,9,16
-8368934.75253365,4873866.3979332,168,Bus,18,Westbound,17495,Chew Av & Montana St,40.054508,-75.17942,Spring 2025,15,46,4,34,5,25
-8369013.78937211,4873930.09798288,169,Bus,18,Westbound,17499,Chew Av & Hortter St,40.054946,-75.18013,Spring 2025,14,33,6,18,6,12
-8369107.96566132,4874031.61169351,170,Bus,18,Westbound,17500,Phil Ellena St & Chew Av - FS,40.055644,-75.180976,Spring 2025,27,86,18,43,8,34
-8368967.9257419,4874213.11730917,171,Bus,18,Westbound,17502,Phil Ellena St & Boyer St,40.056892,-75.179718,Spring 2025,7,16,7,10,6,10
-8368791.26171001,4874438.40414305,172,Bus,18,Westbound,17505,Phil Ellena St & Sprague St,40.058441,-75.178131,Spring 2025,12,48,8,25,3,19
-8368767.43933898,4874652.49682909,173,Bus,18,Westbound,17518,Vernon Rd & Blakemore St - FS,40.059913,-75.177917,Spring 2025,24,30,10,11,9,14
-8368718.12480456,4874818.45093148,174,Bus,18,Westbound,17519,Vernon Rd & Ardleigh St - FS,40.061054,-75.177474,Spring 2025,3,11,1,6,0,8
-8368698.64389368,4874973.20818139,175,Bus,18,Westbound,17520,Vernon Rd & Anderson St,40.062118,-75.177299,Spring 2025,4,1,1,3,0,3
-8368582.3150258,4875208.98491565,176,Bus,18,Westbound,17523,Vernon Rd & Crittenden St,40.063739,-75.176254,Spring 2025,1,24,7,15,5,12
-8368482.90672052,4875409.85773726,177,Bus,18,Westbound,17525,Vernon Rd & Stenton Av,40.06512,-75.175361,Spring 2025,31,62,14,45,4,30
-8368225.5360578,4875222.36661352,178,Bus,18,Westbound,17532,Stenton Av & Phil Ellena St,40.063831,-75.173049,Spring 2025,6,10,4,7,3,6
