X,Y,FID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,Weekday_On,Weekday_Of,Saturday_O,Saturday_1,Sunday_Ons,Sunday_Off
-8365888.27202911,4867309.37328435,11186,Bus,71,Southbound,1343,Erie Av & Broad St -  FS,40.009407,-75.152053,Spring 2025,0,364,0,235,0,183
-8367281.99205384,4867524.47481914,11187,Bus,71,Southbound,8712,Hunting Park Av & 22nd St,40.010887,-75.164573,Spring 2025,11,12,7,15,14,5
-8347649.57533805,4873181.28469468,11188,Bus,84,Southbound,22692,State Rd & Convent Ln,40.049797,-74.988212,Spring 2025,6,7,3,1,1,1
-8366420.82447306,4868087.24900656,11189,Bus,71,Southbound,16482,Clarissa St & Hunting Park Av,40.014759,-75.156837,Spring 2025,0,7,0,0,0,0
-8347937.44754124,4872960.38903577,11190,Bus,84,Southbound,22693,State Rd & Pearson Av,40.048278,-74.990798,Spring 2025,17,7,7,7,3,3
-8368113.43733057,4877735.68263305,11191,Bus,71,Southbound,16819,Wadsworth Av & Cheltenham Av - FS,40.081108,-75.172042,Spring 2025,46,13,38,13,29,11
-8348159.1959669,4872781.23303821,11192,Bus,84,Southbound,22694,State Rd & Arendell St,40.047046,-74.99279,Spring 2025,11,3,4,0,4,3
-8368173.77249459,4877655.08136898,11193,Bus,71,Southbound,16820,Wadsworth Av & Pickering Av,40.080554,-75.172584,Spring 2025,24,18,28,7,10,3
-8348351.11076903,4872639.30655947,11194,Bus,84,Southbound,22695,State Rd & Linden Av,40.04607,-74.994514,Spring 2025,9,2,2,1,4,0
-8368339.41589688,4877435.39533276,11195,Bus,71,Southbound,16822,Wadsworth Av & Michener Av,40.079044,-75.174072,Spring 2025,54,14,32,16,28,7
-8350221.27821435,4871341.84955527,11196,Bus,84,Southbound,22697,State Rd & Ashburner St,40.037147,-75.011314,Spring 2025,9,5,0,5,0,0
-8368506.72909155,4877205.67587381,11197,Bus,71,Southbound,16823,Wadsworth Av & Williams Av,40.077465,-75.175575,Spring 2025,22,15,12,10,7,7
-8350506.59006925,4871134.95263134,11198,Bus,84,Southbound,22698,State Rd & Ashburner St - MBFS,40.035724,-75.013877,Spring 2025,21,1,4,0,2,0
-8368647.65956689,4877006.36691617,11199,Bus,71,Southbound,16824,Wadsworth Av & Thouron St,40.076095,-75.176841,Spring 2025,28,18,13,8,3,4
-8350716.4273094,4870984.6170266,11200,Bus,84,Southbound,22699,State Rd & Rhawn Corrections - 1 MBNS,40.03469,-75.015762,Spring 2025,4,1,0,0,0,0
-8368800.61254724,4876691.11779566,11201,Bus,71,Southbound,16825,Easton Rd & Woolston Av - FS,40.073928,-75.178215,Spring 2025,13,17,9,7,12,5
-8351142.78095914,4870673.48481397,11202,Bus,84,Southbound,22700,State Rd & Rhawn Corrections - 2 MBNS,40.03255,-75.019592,Spring 2025,37,3,9,0,4,0
-8366976.30873212,4877008.11267065,11203,Bus,71,Southbound,16930,Cheltenham Av & Greenwood St,40.076107,-75.161827,Spring 2025,9,0,4,0,3,0
-8351633.69991354,4870832.102867,11204,Bus,84,Southbound,22701,Rhawn St & Tulip St - FS,40.033641,-75.024002,Spring 2025,33,10,1,1,1,0
-8367165.66318596,4877148.93787906,11205,Bus,71,Southbound,16931,Cheltenham Av & Vernon Rd - FS,40.077075,-75.163528,Spring 2025,4,0,10,0,19,7
-8351884.16876782,4871001.33702473,11206,Bus,84,Southbound,22702,Torresdale Av & Decatur St,40.034805,-75.026252,Spring 2025,11,6,1,2,2,0
-8367674.39325889,4877551.93016643,11207,Bus,71,Southbound,16932,Cheltenham Av & Mt Pleasant Av - MBFS,40.079845,-75.168098,Spring 2025,44,38,41,42,24,22
-8352008.17868057,4870917.59192587,11208,Bus,84,Southbound,22703,Torresdale Av & Hartel Av,40.034229,-75.027366,Spring 2025,8,3,4,2,4,3
-8367941.89399526,4877758.96109852,11209,Bus,71,Southbound,16933,Cheltenham Av & Mt Airy Av - FS,40.081268,-75.170501,Spring 2025,37,23,33,25,18,16
-8352401.47044154,4870654.72995987,11210,Bus,84,Southbound,22704,Torresdale Av & Shelmire Av,40.032421,-75.030899,Spring 2025,19,9,3,4,2,4
-8368927.07148878,4876361.47715969,11211,Bus,71,Southbound,16985,Easton Rd & Rodney St,40.071662,-75.179351,Spring 2025,27,25,7,15,6,7
-8352572.12322093,4870537.11311768,11212,Bus,84,Southbound,22705,Torresdale Av & Bleigh Av,40.031612,-75.032432,Spring 2025,17,12,5,0,5,2
-8369050.30216509,4876168.44027271,11213,Bus,71,Southbound,16987,Mt Airy Av & Mansfield Av,40.070335,-75.180458,Spring 2025,4,4,2,4,3,3
-8352956.06414467,4870275.27890269,11214,Bus,84,Southbound,22706,Torresdale Av & Cottman Av - FS,40.029811,-75.035881,Spring 2025,69,91,11,21,16,23
-8369055.31154218,4875598.51607936,11215,Bus,71,Southbound,16990,Mt Pleasant Av & Crittenden St,40.066417,-75.180503,Spring 2025,8,4,2,2,3,1
-8353159.89013231,4870140.07571269,11216,Bus,84,Southbound,22707,Torresdale Av & Friendship St,40.028881,-75.037712,Spring 2025,6,4,2,6,1,3
-8369215.05501147,4875407.09407197,11217,Bus,71,Southbound,16992,Mt Pleasant Av & Anderson St,40.065101,-75.181938,Spring 2025,3,3,3,2,5,0
-8353283.78872557,4870008.07265616,11218,Bus,84,Southbound,22708,Princeton Av & Torresdale Av - FS,40.027973,-75.038825,Spring 2025,3,12,5,3,0,5
-8369424.78093212,4875150.22202151,11219,Bus,71,Southbound,17001,Mt Pleasant Av & Ardleigh St,40.063335,-75.183822,Spring 2025,2,9,4,4,2,2
-8353162.33916111,4869825.62639019,11220,Bus,84,Southbound,22709,Princeton Av & Edmund St,40.026718,-75.037734,Spring 2025,1,1,0,1,0,0
-8369506.37811887,4875055.82394335,11221,Bus,71,Southbound,17003,Mt Pleasant Av & Sprague St - NS,40.062686,-75.184555,Spring 2025,17,9,5,8,2,2
-8353112.24539025,4869751.19509269,11222,Bus,84,Southbound,22710,Princeton Av & Tulip St,40.026206,-75.037284,Spring 2025,7,4,1,1,2,0
-8352921.22114405,4869446.20705549,11223,Bus,84,Southbound,22711,Princeton Av & State Rd,40.024108,-75.035568,Spring 2025,15,4,4,3,7,2
-8353433.2908017,4868957.78054664,11224,Bus,84,Southbound,22712,State Rd & Knorr St,40.020748,-75.040168,Spring 2025,3,3,2,1,0,0
-8369693.17222442,4874825.14151448,11225,Bus,71,Southbound,17005,Mt Pleasant Av & Boyer St,40.0611,-75.186233,Spring 2025,8,4,5,5,7,3
-8353731.40439805,4868872.30838047,11226,Bus,84,Southbound,22713,State Rd & Unruh Av,40.02016,-75.042846,Spring 2025,8,4,2,4,2,0
-8369863.04576737,4874625.29865667,11227,Bus,71,Southbound,17006,Mt Pleasant Av & Chew Av,40.059726,-75.187759,Spring 2025,1,2,3,1,1,5
-8353980.31477946,4868732.61821149,11228,Bus,84,Southbound,22714,State Rd & Magee Av - FS,40.019199,-75.045082,Spring 2025,43,43,3,4,0,6
-8370153.47831885,4874326.2691266,11229,Bus,71,Southbound,17009,Mt Pleasant Av & Bryan St,40.05767,-75.190368,Spring 2025,10,8,3,3,2,0
-8354193.49160433,4868295.68122663,11230,Bus,84,Southbound,22715,Milnor St & Levick St,40.016193,-75.046997,Spring 2025,0,0,0,0,0,1
-8370297.85969841,4874160.90501667,11231,Bus,71,Southbound,17010,Mt Pleasant Av & Mower St,40.056533,-75.191665,Spring 2025,3,5,2,2,1,1
-8354589.2323941,4868344.95559237,11232,Bus,84,Southbound,22716,Tacony St & Robbins Av - FS,40.016532,-75.050552,Spring 2025,1,0,0,0,0,0
-8370436.34114496,4873997.28888991,11233,Bus,71,Southbound,17011,Mt Pleasant Av & Cresheim Rd,40.055408,-75.192909,Spring 2025,6,9,4,4,2,3
-8354796.39796647,4868206.43565342,11234,Bus,84,Southbound,22717,Tacony St & Devereaux Av - FS,40.015579,-75.052413,Spring 2025,0,0,1,1,1,0
-8370548.43987219,4873861.30776425,11235,Bus,71,Southbound,17016,Mt Pleasant Av & Lincoln Dr,40.054473,-75.193916,Spring 2025,10,4,10,7,6,7
-8370738.68488195,4873635.01603728,11236,Bus,71,Southbound,17017,Mt Pleasant Av & Emlen St,40.052917,-75.195625,Spring 2025,7,2,3,8,3,4
-8370888.18695809,4873457.44754782,11237,Bus,71,Southbound,17018,Mt Pleasant Av & Cherokee St,40.051696,-75.196968,Spring 2025,7,3,4,3,1,1
-8355465.65074512,4867762.83602162,11238,Bus,84,Southbound,22718,Tacony St & Van Kirk St,40.012527,-75.058425,Spring 2025,38,5,10,0,3,1
-8371038.46827066,4873276.1011945,11239,Bus,71,Southbound,17019,Mt Pleasant Av & McCallum St,40.050449,-75.198318,Spring 2025,12,6,4,2,5,1
-8356089.03989356,4867349.19578426,11240,Bus,84,Southbound,22719,Tacony St & Fraley St,40.009681,-75.064025,Spring 2025,29,52,7,1,3,1
-8370961.21254405,4873183.46604568,11241,Bus,71,Southbound,17020,McCallum St & Glen Echo Rd,40.049812,-75.197624,Spring 2025,2,1,2,0,0,0
-8356617.36219686,4867209.52706223,11242,Bus,84,Southbound,22720,Tacony St & Bridge St,40.00872,-75.068771,Spring 2025,17,11,1,8,0,2
-8370849.89305325,4873092.43140532,11243,Bus,71,Southbound,17021,McCallum St & Ellett St,40.049186,-75.196624,Spring 2025,12,1,2,0,3,5
-8356675.91624902,4867448.46205473,11244,Bus,84,Southbound,22721,Bridge St & Eadom St - FS,40.010364,-75.069297,Spring 2025,32,13,6,7,4,7
-8370740.35467431,4873000.37965584,11245,Bus,71,Southbound,17022,McCallum St & Sedgwick St,40.048553,-75.19564,Spring 2025,6,3,2,1,0,3
-8356747.27204262,4867685.22265979,11246,Bus,84,Southbound,22722,Bridge St & Tulip St - FS,40.011993,-75.069938,Spring 2025,6,9,4,8,0,4
-8370615.56552513,4872894.36851057,11247,Bus,71,Southbound,17023,McCallum St & Carpenter Ln,40.047824,-75.194519,Spring 2025,14,24,8,2,8,2
-8350312.11491884,4871277.58455306,11248,Bus,84,Southbound,22795,State Rd & Ashburner St - FS,40.036705,-75.01213,Spring 2025,0,0,1,0,0,1
-8370511.92707921,4872791.8485225,11249,Bus,71,Southbound,17024,McCallum St & Westview Av,40.047119,-75.193588,Spring 2025,5,2,1,2,0,0
-8346992.23374491,4876539.67958377,11250,Bus,84,Southbound,22937,Red Lion Rd & Knights Rd - MBFS,40.072887,-74.982307,Spring 2025,12,1,11,2,4,0
-8370388.6964029,4872674.20632486,11251,Bus,71,Southbound,17025,McCallum St & Lincoln Dr,40.04631,-75.192481,Spring 2025,3,2,2,2,3,2
-8345061.73113558,4878958.31255726,11252,Bus,84,Southbound,23734,Franklin Mills & Design Ctr - MBFS,40.089511,-74.964965,Spring 2025,0,2,0,1,0,0
-8370461.83330835,4872445.03344441,11253,Bus,71,Southbound,17026,Lincoln Dr & Greene St,40.044734,-75.193138,Spring 2025,2,1,1,0,1,1
-8352202.65383098,4870787.17778966,11254,Bus,84,Southbound,25993,Torresdale Av & Sheffield Av,40.033332,-75.029113,Spring 2025,23,12,6,10,9,4
-8370363.315559,4872022.9097019,11255,Bus,71,Southbound,17027,Lincoln Dr & Hortter St,40.041831,-75.192253,Spring 2025,12,5,4,2,2,1
-8350134.67165051,4885623.08457383,11256,Bus,84,Southbound,26145,County Line Rd & Barcalow Av - FS,40.135299,-75.010536,Spring 2025,14,3,10,4,0,0
-8370257.11676478,4871594.84252559,11257,Bus,71,Southbound,17029,Wayne Av & Cliveden St,40.038887,-75.191299,Spring 2025,12,3,9,5,6,3
-8350480.31866943,4885216.56043278,11258,Bus,84,Southbound,26153,Overhill Av & Barcalow St,40.132507,-75.013641,Spring 2025,0,0,1,0,0,0
-8369981.93498354,4871664.05322137,11259,Bus,71,Southbound,17040,Johnson St & Sherman St,40.039363,-75.188827,Spring 2025,10,3,8,1,4,2
-8351580.15523847,4884771.61618977,11260,Bus,84,Southbound,27739,Philmont Av & Clifford Ln,40.129451,-75.023521,Spring 2025,1,0,1,0,0,0
-8369817.18213717,4871872.12442015,11261,Bus,71,Southbound,17067,Johnson St & Greene St,40.040794,-75.187347,Spring 2025,65,19,39,11,27,4
-8348828.44874555,4883720.92248682,11262,Bus,84,Southbound,27740,Southampton Rd & Kovats Dr - FS,40.122234,-74.998802,Spring 2025,2,4,2,0,0,0
-8369716.99459545,4871797.24155003,11263,Bus,71,Southbound,17075,Greene St & Duval St,40.040279,-75.186447,Spring 2025,29,5,14,6,11,7
-8348573.63843112,4883503.13988256,11264,Bus,84,Southbound,27741,Southampton Rd & London Rd,40.120738,-74.996513,Spring 2025,0,0,2,0,0,0
-8369556.47188973,4871665.79803507,11265,Bus,71,Southbound,17080,Greene St & Washington Ln,40.039375,-75.185005,Spring 2025,10,6,10,6,9,4
-8347839.82034781,4882780.24080373,11266,Bus,84,Southbound,27742,Southampton Rd & Roosevelt - MBNS,40.115772,-74.989921,Spring 2025,0,0,0,0,0,0
-8348661.91478732,4872400.68270567,11267,Bus,84,Southbound,27743,State Rd & Linden Av - MBFS,40.044429,-74.997306,Spring 2025,0,0,1,0,1,0
-8369426.45072448,4871556.45696983,11268,Bus,71,Southbound,17084,Greene St & Tulpehocken St,40.038623,-75.183837,Spring 2025,20,8,7,3,7,0
-8348887.00279771,4872230.98843236,11269,Bus,84,Southbound,27744,State Rd & Pennypack St - 1 MBNS,40.043262,-74.999328,Spring 2025,0,1,0,0,0,0
-8369186.11194386,4871355.66222325,11270,Bus,71,Southbound,17085,Greene St & Walnut Ln - FS,40.037242,-75.181678,Spring 2025,23,19,16,10,13,8
-8349221.62918703,4871996.88199191,11271,Bus,84,Southbound,27745,State Rd & Pennypack St - 2 MBNS,40.041652,-75.002334,Spring 2025,1,0,0,0,0,0
-8369059.54168283,4871253.15814564,11272,Bus,71,Southbound,17099,Greene St & Harvey St,40.036537,-75.180541,Spring 2025,21,5,7,8,10,3
-8353179.3710432,4869131.34364029,11273,Bus,84,Southbound,27746,State Rd & Milnor St,40.021942,-75.037887,Spring 2025,0,0,0,0,0,0
-8368878.64751029,4871104.42007068,11274,Bus,71,Southbound,17100,Greene St & Rittenhouse St,40.035514,-75.178916,Spring 2025,11,10,8,14,7,10
-8354945.12080617,4868122.71415181,11275,Bus,84,Southbound,27747,Tacony St & Devereaux Av - MBFS,40.015003,-75.053749,Spring 2025,0,1,0,0,0,0
-8368394.63036432,4870701.25369412,11276,Bus,71,Southbound,17123,Greene St & Schoolhouse Ln,40.032741,-75.174568,Spring 2025,22,11,10,2,12,5
-8357474.29963699,4869348.08372789,11277,Bus,84,Southbound,30388,Frankford Av & Bridge St - FS,40.023433,-75.076469,Spring 2025,15,518,12,173,5,140
-8368165.31221328,4870518.79467449,11278,Bus,71,Southbound,17124,Greene St & Coulter St,40.031486,-75.172508,Spring 2025,15,20,5,3,2,3
-8357356.18965726,4869877.08898113,11279,Bus,84,Southbound,30389,Cheltenham Av & Bustleton Av,40.027072,-75.075408,Spring 2025,27,2,17,2,5,1
-8368017.47992951,4870405.10477591,11280,Bus,71,Southbound,17125,Greene St & Penn St,40.030704,-75.17118,Spring 2025,4,10,6,5,1,3
-8350424.21364607,4885108.23446834,11281,Bus,84,Southbound,30818,Philmont Av & Overhill Av - FS,40.131763,-75.013137,Spring 2025,5,0,2,0,0,0
-8367928.31301739,4870341.86351673,11282,Bus,71,Southbound,17126,Greene St & Queen Ln,40.030269,-75.170379,Spring 2025,18,14,9,14,9,8
-8351414.51183617,4884478.97725004,11283,Bus,84,Southbound,31093,Byberry Rd & Blakeslee Dr - MBFS,40.127441,-75.022033,Spring 2025,0,0,2,0,0,0
-8367772.02045231,4870225.99494574,11284,Bus,71,Southbound,17128,Greene St & Hansberry St,40.029472,-75.168975,Spring 2025,25,25,13,16,9,11
-8351749.13822549,4871064.58249004,11285,Bus,84,Southbound,31096,Rhawn St & Torresdale Av,40.03524,-75.025039,Spring 2025,11,11,4,5,1,2
-8367581.77544255,4870087.30335482,11286,Bus,71,Southbound,17130,Greene St & Manheim St,40.028518,-75.167266,Spring 2025,25,26,13,20,14,14
-8349833.10714996,4871568.67053964,11287,Bus,84,Southbound,31554,State Rd & Ashburner St - MBNS,40.038707,-75.007827,Spring 2025,0,0,0,0,0,0
-8367668.49332587,4869950.35821544,11288,Bus,71,Southbound,17173,Manheim St & Knox St,40.027576,-75.168045,Spring 2025,13,14,8,10,8,9
-8357159.15415855,4870290.25313282,11289,Bus,88,Northbound,326,Bustleton Av & Comly St - FS,40.029914,-75.073638,Spring 2025,1,0,0,0,2,0
-8367791.61268269,4869772.85570562,11290,Bus,71,Southbound,17174,Manheim St & Wayne Av,40.026355,-75.169151,Spring 2025,58,39,34,23,29,16
-8357639.05248336,4869462.92445994,11291,Bus,88,Northbound,388,Frankford Transit Center - Rt 88,40.024223,-75.077949,Spring 2025,272,0,96,0,68,0
-8367948.6844842,4869544.91283413,11292,Bus,71,Southbound,17175,Manheim St & Pulaski Av,40.024787,-75.170562,Spring 2025,27,15,16,8,14,9
-8357007.20305362,4870689.62274009,11293,Bus,88,Northbound,1107,Bustleton Av & Devereux Av,40.032661,-75.072273,Spring 2025,20,1,5,0,6,0
-8368065.01335208,4869377.01183763,11294,Bus,71,Southbound,17176,Manheim St & Morris St,40.023632,-75.171607,Spring 2025,24,25,7,13,12,13
-8356066.99863438,4870050.23203169,11295,Bus,88,Northbound,1108,Battersby St & Devereux Av - FS,40.028263,-75.063827,Spring 2025,13,6,2,2,5,4
-8368146.61053883,4869264.35258934,11296,Bus,71,Southbound,17178,Manheim St & McKean Av - MBFS,40.022857,-75.17234,Spring 2025,11,13,12,14,8,10
-8354421.91919944,4871939.15597393,11297,Bus,88,Northbound,1109,Hawthorne St & Cottman Av,40.041255,-75.049049,Spring 2025,7,13,4,8,3,7
-8368234.10765859,4869141.80985359,11298,Bus,71,Southbound,17181,Manheim St & Erringer Pl,40.022014,-75.173126,Spring 2025,7,11,5,5,1,10
-8352130.51880095,4874097.63979404,11299,Bus,88,Northbound,1111,Welsh Rd & Holme Av,40.056098,-75.028465,Spring 2025,3,42,2,10,0,4
-8368322.38401479,4869017.66964614,11300,Bus,71,Southbound,17185,Manheim St & Schuyler St - FS,40.02116,-75.173919,Spring 2025,8,12,6,5,7,5
-8351114.72844746,4874133.27188125,11301,Bus,88,Northbound,1112,Holme Av & Pennypack St,40.056343,-75.01934,Spring 2025,0,2,0,2,0,3
-8353345.0144455,4878357.81842835,11302,Bus,88,Northbound,1114,Banes St & Welsh Rd,40.085384,-75.039375,Spring 2025,0,1,0,0,1,0
-8368431.1431573,4868861.26101139,11303,Bus,71,Southbound,17188,Manheim St & Wissahickon Av,40.020084,-75.174896,Spring 2025,40,20,19,14,20,5
-8354741.29481852,4881099.55165119,11304,Bus,88,Northbound,1115,Darlington Rd & Welsh Rd,40.104225,-75.051918,Spring 2025,0,2,0,0,0,0
-8367887.57008375,4868173.15045792,11305,Bus,71,Southbound,17357,Wissahickon Av & Roberts Av,40.01535,-75.170013,Spring 2025,17,5,5,5,5,6
-8356480.66186217,4883105.58252657,11306,Bus,88,Northbound,1116,Huntingdon Pk & Bethayres Station,40.118007,-75.067543,Spring 2025,2,15,0,9,0,7
-8367079.05662212,4867493.37201148,11307,Bus,71,Southbound,18161,Erie Av & 21st St,40.010673,-75.16275,Spring 2025,3,4,5,2,2,3
-8357912.56447224,4881799.03998645,11308,Bus,88,Northbound,1117,Huntingdon Pk & Holy Redeemer Hosp - FS,40.109031,-75.080406,Spring 2025,0,12,0,8,0,3
-8366874.34007855,4867458.49047404,11309,Bus,71,Southbound,18162,Erie Av & 20th St,40.010433,-75.160911,Spring 2025,7,8,2,3,2,8
-8349562.15550937,4873780.30171301,11310,Bus,88,Northbound,1227,Frankford Av & Gregg St Loop,40.053916,-75.005393,Spring 2025,0,6,0,6,0,2
-8366691.77611365,4867426.80651717,11311,Bus,71,Southbound,18163,Erie Av & 19th St,40.010215,-75.159271,Spring 2025,11,19,7,12,5,7
-8366518.45166649,4867398.02943301,11312,Bus,71,Southbound,18164,Erie Av & 18th St,40.010017,-75.157714,Spring 2025,5,11,9,6,4,6
-8366341.7876346,4867368.67107965,11313,Bus,71,Southbound,18165,Erie Av & 17th St,40.009815,-75.156127,Spring 2025,7,24,8,15,6,7
-8355968.48088503,4870188.77772464,11314,Bus,88,Northbound,15831,Battersby St & Harbison Av,40.029216,-75.062942,Spring 2025,13,10,4,4,0,5
-8366143.97289946,4867368.089727,11315,Bus,71,Southbound,18166,16th St & Erie Av - FS,40.009811,-75.15435,Spring 2025,2,60,0,28,0,30
-8352767.48892727,4876656.78577911,11316,Bus,88,Northbound,19279,Welsh Rd & Roosevelt Blvd - MBNS,40.073692,-75.034187,Spring 2025,7,15,4,9,3,8
-8366111.69024713,4867561.53670325,11317,Bus,71,Southbound,18167,16th St & Butler St,40.011142,-75.15406,Spring 2025,4,7,0,7,2,4
-8355362.90285511,4870643.09906041,11318,Bus,88,Northbound,20388,Hawthorne St & Magee Av - FS,40.032341,-75.057502,Spring 2025,12,4,4,1,5,1
-8365827.15762866,4867516.62643791,11319,Bus,71,Southbound,18168,Butler St & Germantown Av,40.010833,-75.151504,Spring 2025,21,32,2,18,3,23
-8350406.40252754,4872958.20773386,11320,Bus,88,Northbound,21843,Frankford Av & Pennypack St - FS,40.048263,-75.012977,Spring 2025,0,2,0,1,0,2
-8368941.54302259,4875757.79480836,11321,Bus,71,Southbound,18463,Stenton Av & Mt Pleasant Av,40.067512,-75.179481,Spring 2025,39,20,22,14,9,11
-8350289.18310374,4873077.45294236,11322,Bus,88,Northbound,21844,Frankford Av & Megargee St - MBFS,40.049083,-75.011924,Spring 2025,2,2,0,0,0,0
-8369179.32145492,4875997.51775852,11323,Bus,71,Southbound,20608,Mt Airy Av & Stenton Av,40.06916,-75.181617,Spring 2025,12,29,8,18,13,12
-8350094.70795332,4873287.15348356,11324,Bus,88,Northbound,21845,Frankford Av & Placid St,40.050525,-75.010177,Spring 2025,0,4,0,2,0,5
-8370044.83049584,4874451.05759032,11325,Bus,71,Southbound,20609,Mt Pleasant Av & Germantown Av,40.058528,-75.189392,Spring 2025,33,80,28,57,22,39
-8349970.69804058,4873414.83740077,11326,Bus,88,Northbound,21846,Frankford Av & Tolbut St,40.051403,-75.009063,Spring 2025,0,2,0,4,0,1
-8367473.12761953,4867408.49381759,11327,Bus,71,Southbound,21198,Hunting Park Av & Wissahickon Av - FS,40.010089,-75.16629,Spring 2025,48,213,33,122,27,110
-8357351.95951661,4869887.70135654,11328,Bus,88,Northbound,22335,Bustleton Av & Cheltenham Av - FS,40.027145,-75.07537,Spring 2025,6,0,3,0,0,0
-8368269.72989565,4868631.15873942,11329,Bus,71,Southbound,28582,Wissahickon Av & Clapier St,40.018501,-75.173446,Spring 2025,5,5,4,5,1,1
-8357250.88141897,4870042.96316105,11330,Bus,88,Northbound,22336,Bustleton Av & Van Kirk St,40.028213,-75.074462,Spring 2025,5,0,0,0,0,0
-8368116.88823479,4868452.08094296,11331,Bus,71,Southbound,28583,Wissahickon Av & Abbottsford Av,40.017269,-75.172073,Spring 2025,21,18,8,0,5,2
-8357090.35871324,4870484.92018219,11332,Bus,88,Northbound,22337,Bustleton Av & Benner St,40.031253,-75.07302,Spring 2025,4,0,2,0,1,0
-8367810.31435714,4867861.52504968,11333,Bus,71,Southbound,28584,Wissahickon Av & Roberts Av - MBFS,40.013206,-75.169319,Spring 2025,8,7,3,2,2,2
-8356827.97867344,4870557.61236803,11334,Bus,88,Northbound,22338,Devereux Av & Leonard St,40.031753,-75.070663,Spring 2025,11,3,0,1,1,1
-8367614.9486508,4867490.02919216,11335,Bus,71,Southbound,28585,Wissahickon Av & Yelland St,40.01065,-75.167564,Spring 2025,1,1,0,0,0,0
-8356647.97505683,4870423.42300908,11336,Bus,88,Northbound,22339,Devereux Av & Farnsworth St,40.03083,-75.069046,Spring 2025,12,9,4,1,5,3
-8365953.72788969,4867538.86353418,11337,Bus,71,Southbound,28586,Butler St & 15th St,40.010986,-75.152641,Spring 2025,0,6,0,6,0,3
-8356465.29977244,4870291.41618077,11338,Bus,88,Northbound,22340,Devereux Av & Revere St,40.029922,-75.067405,Spring 2025,6,9,0,6,1,2
-8367723.59647382,4867682.46114687,11339,Bus,71,Southbound,31242,Wissahickon Av & Kroc Center Dr,40.011974,-75.16854,Spring 2025,16,13,5,5,3,2
-8356284.4055999,4870167.69771996,11340,Bus,88,Northbound,22341,Devereux Av & Brous Av,40.029071,-75.06578,Spring 2025,12,11,2,8,0,4
-8370096.59405906,4871515.45438125,11341,Bus,71,Southbound,31451,Johnson St & Wayne Av - FS,40.038341,-75.189857,Spring 2025,11,6,2,3,1,1
-8355825.76929783,4870385.18737032,11342,Bus,88,Northbound,22342,Battersby St & Levick St,40.030567,-75.06166,Spring 2025,9,11,2,6,1,2
-8357160.04471448,4865529.7323363,11343,Bus,73,Northbound,485,Richmond St & Orthodox St,39.997161,-75.073646,Spring 2025,36,14,23,7,12,6
-8355693.29910379,4870564.88161592,11344,Bus,88,Northbound,22343,Battersby St & Hellerman St,40.031803,-75.06047,Spring 2025,7,8,0,5,1,1
-8356789.7960881,4867868.21093981,11345,Bus,73,Northbound,502,Torresdale Av & Bridge St,40.013252,-75.07032,Spring 2025,37,27,30,8,30,8
-8355564.16849447,4870746.17838216,11346,Bus,88,Northbound,22344,Battersby St & Magee St,40.03305,-75.05931,Spring 2025,7,6,3,2,0,2
-8356437.24726076,4866568.03541953,11347,Bus,73,Northbound,1032,Bridge St & Thompson St,40.004306,-75.067153,Spring 2025,30,9,12,6,6,5
-8355253.36447617,4870797.2095854,11348,Bus,88,Northbound,22345,Hawthorne St & Unruh Av,40.033401,-75.056518,Spring 2025,12,3,0,1,0,1
-8360081.62475035,4863592.0509077,11349,Bus,73,Northbound,1037,Richmond St & Westmoreland St - FS,39.983825,-75.099891,Spring 2025,164,0,74,0,61,0
-8355122.56407449,4870979.67372821,11350,Bus,88,Northbound,22346,Hawthorne St & Knorr St,40.034656,-75.055343,Spring 2025,5,12,1,4,1,2
-8359217.00626536,4864159.5420024,11351,Bus,73,Northbound,1266,Richmond St & Venango St,39.987731,-75.092124,Spring 2025,16,2,6,0,6,0
-8354990.98443637,4871159.37874756,11352,Bus,88,Northbound,22347,Hawthorne St & Longshore Av,40.035892,-75.054161,Spring 2025,9,10,3,4,2,3
-8356840.66909539,4868021.260918,11353,Bus,73,Northbound,15774,Bridge St & Ditman St,40.014305,-75.070777,Spring 2025,56,1,38,3,23,1
-8354862.74438298,4871335.74290819,11354,Bus,88,Northbound,22348,Hawthorne St & Tyson Av,40.037105,-75.053009,Spring 2025,6,8,4,3,2,5
-8356906.12495598,4868248.58737133,11355,Bus,73,Northbound,15776,Bridge St & Jackson St,40.015869,-75.071365,Spring 2025,16,6,14,5,14,8
-8354731.9439813,4871517.63536574,11356,Bus,88,Northbound,22349,Hawthorne St & Princeton Av,40.038356,-75.051834,Spring 2025,5,18,2,7,0,6
-8356950.31879383,4868398.73615294,11357,Bus,73,Northbound,15777,Bridge St & Cottage St,40.016902,-75.071762,Spring 2025,14,12,16,11,12,5
-8354601.14357961,4871697.35013579,11358,Bus,88,Northbound,22350,Hawthorne St & Saint Vincent St,40.039592,-75.050659,Spring 2025,6,8,4,1,0,4
-8356985.94103088,4868525.19429562,11359,Bus,73,Northbound,15780,Bridge St & Walker St,40.017772,-75.072082,Spring 2025,0,0,0,1,0,0
-8353992.11464548,4871725.12188358,11360,Bus,88,Northbound,22351,Rowland Av & Teesdale St,40.039783,-75.045188,Spring 2025,7,5,0,2,2,4
